restaurant_name,n_reviews,average_rating,restaurant_address,zip_code,price_level,restaurant_url,Take_out,Credit_Cards,Reservations,Outdoor,Pets,Walkins,Parkings,Delivery,Wheelchair,Group,Vegetarian,Casual,Classy,Catering,Cuisine_1,Cuisine_2,Cuisine_3
Tri Lakes Restaurant,16,4.3,"2700 E Colony Ave Columbia City, IN 46725",46725,2,https://www.yelp.com/biz/tri-lakes-restaurant-columbia-city-2?osq=Restaurants,1,1,0,1,1,0,0,0,0,0,0,0,0,0,American,Tex-Mex,Sandwiches
Port Side Pizza,23,3.9,"5310 N Old 102 Columbia City, IN 46725",46725,0,https://www.yelp.com/biz/port-side-pizza-columbia-city?osq=Restaurants,1,1,1,0,1,0,0,1,0,1,1,0,0,0,Pizza,,
Wings Etc,33,3.2,"496 W Plaza Dr Columbia City, IN 46725",46725,2,https://www.yelp.com/biz/wings-etc-columbia-city?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicken Wings,Sports Bars,Sandwiches
Brew Ha,24,4.5,"120 N Main St Columbia City, IN 46725",46725,0,https://www.yelp.com/biz/brew-ha-columbia-city?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Cafes,,
Duff's Bar & Grill,6,3.8,"111 E Chicago St Columbia City, IN 46725",46725,0,https://www.yelp.com/biz/duffs-bar-and-grill-columbia-city?osq=Restaurants,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Dive Bars,Mexican,
Taco Bell,17,1.4,"337 W Plaza Dr Columbia City, IN 46725",46725,1,https://www.yelp.com/biz/taco-bell-columbia-city-4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,Fast Food,Mexican,
KFC,16,1.6,"323 W Plaza Dr Columbia City, IN 46725",46725,1,https://www.yelp.com/biz/kfc-columbia-city-2,1,1,0,0,0,1,1,1,0,0,1,0,0,0,Fast Food,Chicken Wings,Chicken Shop
West End Restaurant,21,3.2,"702 W Monroe St Decatur, IN 46733",46733,0,https://www.yelp.com/biz/west-end-restaurant-decatur?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,1,0,0,0,New American,Sandwiches,
Corner Cafe,8,4.1,"105 N 13th St Decatur, IN 46733",46733,1,https://www.yelp.com/biz/corner-cafe-decatur-2?osq=Restaurants,1,1,0,0,0,1,0,0,1,1,1,0,0,1,Cafes,,
El Camino Real,29,3.8,"1401 Winchester Rd Decatur, IN 46733",46733,0,https://www.yelp.com/biz/el-camino-real-decatur?osq=Restaurants,1,1,0,1,1,1,0,0,0,1,1,0,0,1,Mexican,,
A1 Kitchen,11,4.4,"109 N 13th St Decatur, IN 46733",46733,0,https://www.yelp.com/biz/a1-kitchen-decatur?osq=Restaurants,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Chinese,,
Galley,32,3.5,"622 N 13th St Decatur, IN 46733",46733,0,https://www.yelp.com/biz/galley-decatur?osq=Restaurants,1,1,1,0,0,1,0,0,0,0,1,0,0,0,Restaurants,,
2 Brothers Bar & Restaurant,11,4,"239 W Monroe St Decatur, IN 46733",46733,2,https://www.yelp.com/biz/2-brothers-bar-and-restaurant-decatur?osq=Restaurants,1,1,0,1,0,0,0,0,0,1,0,0,0,0,Burgers,Chicken Wings,Cocktail Bars
Famous Monster Pizza,29,4.3,"136 North 2nd St Decatur, IN 46733",46733,0,https://www.yelp.com/biz/famous-monster-pizza-decatur?osq=Restaurants,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Pizza,,
Soul Pig BBQ,46,4,"135 S 2nd St Decatur, IN 46733",46733,2,https://www.yelp.com/biz/soul-pig-bbq-decatur?osq=Restaurants,1,1,0,0,0,0,0,0,0,1,1,0,0,0,Barbeque,Burgers,Soul Food
Back 40 Junction Restaurant,98,3.6,"1011 N 13th St Decatur, IN 46733",46733,0,https://www.yelp.com/biz/back-40-junction-restaurant-decatur?osq=Restaurants,1,0,1,0,1,0,0,1,0,1,1,0,0,0,American,Buffets,
Subway,5,2.2,"239 N 13th St Decatur, IN 46733",46733,1,https://www.yelp.com/biz/subway-decatur-59,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Sandwiches,Fast Food,
Bull Pen Cafe,21,3.9,"203 W Toledo St Fremont, IN 46737",46737,2,https://www.yelp.com/biz/bull-pen-cafe-fremont-3?osq=Restaurants,0,1,0,0,1,0,1,0,0,0,1,0,0,0,Cafes,,
The Hang Out Bar & Grill on Snow Lake,78,3.7,"1865 W State Rd 120 Fremont, IN 46737",46737,2,https://www.yelp.com/biz/the-hang-out-bar-and-grill-on-snow-lake-fremont?osq=Restaurants,1,0,0,0,0,0,0,1,1,0,1,0,0,0,American,Breakfast & Brunch,
Pickle Factory-Sechler's,13,4.1,"655 W State Rd 120 Ste 14 Fremont, IN 46737",46737,0,https://www.yelp.com/biz/pickle-factory-sechlers-fremont?osq=Restaurants,0,1,0,1,0,0,0,0,0,1,1,0,0,0,American,,
Subway,1,1,"101 W Toledo St Fremont, IN 46737",46737,2,https://www.yelp.com/biz/subway-fremont-53,1,0,0,1,0,1,0,0,0,0,0,0,0,1,Sandwiches,Fast Food,
Shorty's Steakhouse,73,4.2,"127 N Randolph St Garrett, IN 46738",46738,0,https://www.yelp.com/biz/shortys-steakhouse-garrett?osq=Restaurants,1,1,1,0,1,0,0,0,0,0,0,1,0,0,Steakhouses,Seafood,Cocktail Bars
Chef Peng Chinese Restaurant,20,3.4,"115 W King St Garrett, IN 46738",46738,0,https://www.yelp.com/biz/chef-peng-chinese-restaurant-garrett?osq=Restaurants,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Chinese,Taiwanese,Asian Fusion
Lalos Restaurante Mexicano,7,4.1,"104 N Peters St Garrett, IN 46738",46738,0,https://www.yelp.com/biz/lalos-restaurante-mexicano-garrett?osq=Restaurants,0,0,0,1,1,0,1,0,0,1,0,0,0,0,Mexican,Salad,Soup
Mino 2,26,4,"106 S Randolph St Garrett, IN 46738",46738,0,https://www.yelp.com/biz/mino-2-garrett?osq=Restaurants,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Diners,Italian,German
Coterie Pizza,31,4.6,"1850 S Randolph St Garrett, IN 46738",46738,2,https://www.yelp.com/biz/coterie-pizza-garrett?osq=Restaurants,0,0,0,0,1,0,1,0,0,1,1,0,0,0,Pizza,,
Kuhns Den,2,5,"442 E Line St Geneva, IN 46740",46740,2,https://www.yelp.com/biz/kuhns-den-geneva?osq=Restaurants,1,1,0,1,1,0,0,0,0,0,0,0,0,1,New American,Salad,Beer Bar
HighLine Restaurant,2,3.5,"404 E Line St Geneva, IN 46740",46740,0,https://www.yelp.com/biz/highline-restaurant-geneva?osq=Restaurants,1,1,0,1,1,0,0,0,0,0,0,0,0,0,New American,,
Isabel's Tacos,24,4.4,"13329 Main St Grabill, IN 46741",46741,2,https://www.yelp.com/biz/isabel-s-tacos-grabill?osq=Restaurants,0,1,0,0,1,0,1,0,0,1,0,0,0,0,Food Trucks,Tacos,
Grabill Country Sales,9,3.4,"13813 Fairview Dr Grabill, IN 46741",46741,2,https://www.yelp.com/biz/grabill-country-sales-grabill?osq=Restaurants,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Bakeries,Buffets,Delis
Das Nolt Family Dinner Haus,6,4,"12530 Cuba Rd Grabill, IN 46741",46741,0,https://www.yelp.com/biz/das-nolt-family-dinner-haus-grabill?osq=Restaurants,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Restaurants,,
Laker's Food and Spirits,6,3.5,"7610 S Lake St Hamilton, IN 46742",46742,0,https://www.yelp.com/biz/lakers-food-and-spirits-hamilton-2?osq=Restaurants,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Bars,Burgers,
Howie's on Hamilton,9,4.7,"3950 E Bellefontaine Rd Hamilton, IN 46742",46742,0,https://www.yelp.com/biz/howies-on-hamilton-hamilton-2?osq=Restaurants,1,1,0,1,0,0,0,0,0,1,0,1,0,0,American,,
Lakers Landing,6,4.7,"7610 S Lake St Hamilton, IN 46742",46742,2,https://www.yelp.com/biz/lakers-landing-hamilton-3?osq=Restaurants,1,1,0,1,1,1,1,0,0,0,1,0,0,0,Breakfast & Brunch,American,Cocktail Bars
Rose Bros Pizza,18,4.3,"7680 S Wayne St Hamilton, IN 46742",46742,1,https://www.yelp.com/biz/rose-bros-pizza-hamilton?osq=Restaurants,1,1,0,0,0,0,0,1,0,0,1,0,0,0,Pizza,,
Roger's Harvest House,13,4.4,"814 S Wayne St Hamilton, IN 46742",46742,0,https://www.yelp.com/biz/rogers-harvest-house-hamilton?osq=Restaurants,1,1,1,1,0,0,0,0,1,0,0,0,0,0,American,,
Harlan Cafe',19,4,"16707 State Rd 37 Harlan, IN 46743",46743,0,https://www.yelp.com/biz/harlan-cafe-harlan?osq=Restaurants,0,1,1,0,1,0,0,0,0,0,0,0,0,0,American,,
Tacos El Amish,3,4.7,"11911 Water St Harlan, IN 46743",46743,2,https://www.yelp.com/biz/tacos-el-amish-harlan?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Tacos,,
The Gathering Place Restaurant,8,4.5,"407 Third St Howe, IN 46746",46746,0,https://www.yelp.com/biz/the-gathering-place-restaurant-howe?osq=Restaurants,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Salad,Steakhouses,Burgers
Howe Restaurant,113,4.2,"5385 N State Rd 9 Howe, IN 46746",46746,0,https://www.yelp.com/biz/howe-restaurant-howe?osq=Restaurants,1,0,0,1,1,0,0,1,0,0,1,0,0,1,American,,
The Shady Nook,6,3.5,"10170 E 600th S Hudson, IN 46747",46747,1,https://www.yelp.com/biz/the-shady-nook-hudson-2?osq=Restaurants,1,1,0,0,1,1,0,0,0,0,1,0,0,1,Sports Bars,American,
The Kitchen Table,20,4.2,"15315 Lima Rd Huntertown, IN 46748",46748,2,https://www.yelp.com/biz/the-kitchen-table-huntertown-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Breakfast & Brunch,Soup,Diners
Junk Ditch Huntington Tap,10,3.8,"426 Warren St Huntington, IN 46750",46750,2,https://www.yelp.com/biz/junk-ditch-huntington-tap-huntington,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Beer Bar,Breakfast & Brunch,New American
Taco Bell,11,3.3,"2810 N Jefferson St. Huntington, IN 46750",46750,1,https://www.yelp.com/biz/taco-bell-huntington-2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Fast Food,Mexican,
Yamato,7,3.9,"1910 N Jefferson St Huntington, IN 46750",46750,0,https://www.yelp.com/biz/yamato-huntington?osq=Restaurants,0,0,0,1,1,0,1,0,0,0,0,0,0,1,Sushi Bars,Steakhouses,
MOE'S Restaurant,31,3.9,"2990 W Park Dr Huntington, IN 46750",46750,2,https://www.yelp.com/biz/moes-restaurant-huntington-3?osq=Restaurants,1,1,0,1,1,0,1,0,0,0,0,1,0,0,New American,,
Brick House Grill,92,4.5,"19 W Washington St Huntington, IN 46750",46750,0,https://www.yelp.com/biz/brick-house-grill-huntington-2?osq=Restaurants,1,1,1,0,1,0,0,1,0,0,0,0,0,1,Seafood,Sandwiches,Steakhouses
The Country Post,27,4.2,"65 Commercial Rd Huntington, IN 46750",46750,1,https://www.yelp.com/biz/the-country-post-huntington?osq=Restaurants,1,1,1,1,0,0,1,0,0,0,0,0,0,0,American,Seafood,Diners
Pizza Junction,65,4.3,"201 Court St Huntington, IN 46750",46750,0,https://www.yelp.com/biz/pizza-junction-huntington?osq=Restaurants,1,1,0,0,1,0,0,1,0,0,1,0,0,0,Pizza,Salad,Italian
Foxhole Pub,4,5,"5961 W Maple Grove Rd Huntington, IN 46750",46750,0,https://www.yelp.com/biz/foxhole-pub-huntington?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Sports Bars,American,
Subway,6,1.5,"2207 N Jefferson St Huntington, IN 46750",46750,1,https://www.yelp.com/biz/subway-huntington-27,0,1,0,1,0,0,0,1,0,0,1,0,0,1,Fast Food,Sandwiches,
KFC,7,3,"2840 N Jefferson St Huntington, IN 46750",46750,1,https://www.yelp.com/biz/kfc-huntington-6,1,1,0,1,0,0,0,1,0,0,1,1,0,0,Fast Food,Chicken Wings,Chicken Shop
Taco Bell,10,1.8,"610 Fairview Drive Kendallville, IN 46755",46755,1,https://www.yelp.com/biz/taco-bell-kendallville,1,1,0,0,0,1,0,1,0,0,0,0,0,1,Mexican,Fast Food,
KFC,4,1,"451 W North St Kendallville, IN 46755",46755,1,https://www.yelp.com/biz/kfc-kendallville-3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,Fast Food,Chicken Wings,Chicken Shop
Fireside Craft Burgers & Brews,98,4.2,"101 S Detroit St LaGrange, IN 46761",46761,1,https://www.yelp.com/biz/fireside-craft-burgers-and-brews-lagrange?osq=Restaurants,1,0,1,1,0,0,0,0,0,0,1,0,0,0,New American,Burgers,Breweries
Tiffany's Restaurant,25,2.8,"414 E Lake St Topeka, IN 46761",46761,1,https://www.yelp.com/biz/tiffanys-restaurant-topeka-2?osq=Restaurants,1,1,1,1,0,0,1,0,0,0,1,1,0,0,American,Diners,Breakfast & Brunch
Big Turkey Lake Sandwich Shop,4,4.8,"3815 S 1175th E Lagrange, IN 46761",46761,0,https://www.yelp.com/biz/big-turkey-lake-sandwich-shop-lagrange?osq=Restaurants,1,1,1,1,1,0,0,0,1,0,0,0,0,0,Burgers,Pizza,Sandwiches
Courtside Mexican Restaurant,13,3.9,"112 E Spring St Lagrange, IN 46761",46761,2,https://www.yelp.com/biz/courtside-mexican-restaurant-lagrange?osq=Restaurants,1,1,0,1,0,0,1,0,1,0,1,1,1,0,Mexican,,
Linder's Tavern on Main,2,5,"211 S Detroit St Lagrange, IN 46761",46761,2,https://www.yelp.com/biz/linder-s-tavern-on-main-lagrange-2?osq=Restaurants,1,1,0,1,0,0,1,0,0,0,1,0,0,0,Pubs,Burgers,American
Turkey Lake Restaurant & Tavern,28,3.7,"3600 S 1150th E Lagrange, IN 46761",46761,0,https://www.yelp.com/biz/turkey-lake-restaurant-and-tavern-lagrange?osq=Restaurants,1,0,1,0,0,0,0,0,0,1,1,0,0,0,New American,Bars,
Stroh's Hide-Away Food & Spirits,11,3.7,"4230 S 1175 E Lagrange, IN 46761",46761,0,https://www.yelp.com/biz/strohs-hide-away-food-and-spirits-lagrange-2?osq=Restaurants,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Seafood,,
Ole Hitchin' Post,15,4.6,"109 S Center St Larwill, IN 46764",46764,0,https://www.yelp.com/biz/ole-hitchin-post-larwill?osq=Restaurants,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Burgers,Diners,
Leo Cafe,19,4.1,"15024 State Road 1 Leo, IN 46765",46765,1,https://www.yelp.com/biz/leo-cafe-leo?osq=Restaurants,1,1,0,1,1,0,0,1,0,0,0,0,0,1,American,,
Steady Eddy's Station,13,4.7,"14436 Leo Rd Leo, IN 46765",46765,2,https://www.yelp.com/biz/steady-eddys-station-leo?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Wine Bars,Beer Bar,Sandwiches
Daniel's Ligonier Cafe,6,4.2,"319 S Cavin St Ligonier, IN 46767",46767,0,https://www.yelp.com/biz/daniels-ligonier-cafe-ligonier?osq=Restaurants,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Ethiopian,,
Fashion Farm Restaurant,5,4.2,"1680 Lincolnway W Ligonier, IN 46767",46767,0,https://www.yelp.com/biz/fashion-farm-restaurant-ligonier?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,0,1,0,0,New American,Salad,Breakfast & Brunch
Taco Bell,7,1,"241 U.S. Highway 6 S. Ligonier, IN 46767",46767,1,https://www.yelp.com/biz/taco-bell-ligonier,1,1,0,1,0,0,1,1,0,0,0,1,1,0,Fast Food,Mexican,
Charger House,22,3.8,"111 E US Hwy 6 Ligonier, IN 46767",46767,0,https://www.yelp.com/biz/charger-house-ligonier?osq=Restaurants,1,1,1,0,0,0,1,0,0,0,1,1,0,0,Fish & Chips,Sandwiches,
Canton House,13,4.2,"1100 Lincolnway S Ligonier, IN 46767",46767,0,https://www.yelp.com/biz/canton-house-ligonier?osq=Restaurants,1,1,0,0,0,1,1,1,0,0,0,0,1,0,Cantonese,,
El Pacifico,8,3.5,"200 Lincolnway W Ligonier, IN 46767",46767,0,https://www.yelp.com/biz/el-pacifico-ligonier?osq=Restaurants,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Seafood,Mexican,
Casa Macias,5,5,"106 S Cavin St Ligonier, IN 46767",46767,0,https://www.yelp.com/biz/casa-macias-ligonier-2?osq=Restaurants,1,1,0,0,0,1,1,0,1,0,0,0,0,1,Mexican,,
Leti's Tacos,16,4.6,"313 S Cavin St Ligonier, IN 46767",46767,1,https://www.yelp.com/biz/letis-tacos-ligonier?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Mexican,,
Cavin St. Pizzeria,2,4.5,"316 S Cavin St Ligonier, IN 46767",46767,0,https://www.yelp.com/biz/cavin-st-pizzeria-ligonier?osq=Restaurants,1,1,1,0,0,0,0,1,0,0,0,1,0,0,Pizza,Sandwiches,Chicken Wings
Subway,3,2.7,"552 Morse St Markle, IN 46770",46770,1,https://www.yelp.com/biz/subway-markle-2?osq=Restaurants,1,0,0,0,0,0,0,0,1,1,0,0,0,1,Fast Food,Sandwiches,
Nadean’s,,,"195 E Morse St Markle, IN 46770",46770,2,https://www.yelp.com/biz/nadean-s-markle?osq=Restaurants,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Desserts,Cupcakes,Sandwiches
Dairy Queen Grill & Chill,12,2.1,"615 Annette Dr Markle, IN 46770",46770,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-markle-2?osq=Restaurants,1,0,0,1,1,0,1,1,0,0,1,0,0,0,Fast Food,Ice Cream & Frozen Yogurt,Burgers
Vinatellis Italian Cafe,35,4,"617 Annette Dr Markle, IN 46770",46770,0,https://www.yelp.com/biz/vinatellis-italian-cafe-markle?osq=Restaurants,1,1,0,0,0,0,1,0,0,0,0,1,0,0,Italian,Pizza,
Markle's Pancake House,9,5,"165 N Clark St Markle, IN 46770",46770,0,https://www.yelp.com/biz/markles-pancake-house-and-restaurant-markle?osq=Restaurants,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pancakes,,
Triple T's,9,4.3,"21313 Lincoln Hwy E Monroeville, IN 46773",46773,0,https://www.yelp.com/biz/triple-ts-monroeville?osq=Restaurants,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Bars,American,
Billy's Downtown Zulu,13,3.7,"18000 Lincoln Hwy E Monroeville, IN 46773",46773,0,https://www.yelp.com/biz/billys-downtown-zulu-monroeville?osq=Restaurants,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Mexican,,
Blueberry Pancake House,11,3.7,"108 Es St Monroeville, IN 46773",46773,0,https://www.yelp.com/biz/blueberry-pancake-house-monroeville?osq=Restaurants,1,1,0,0,0,1,1,0,0,0,0,0,0,0,Cafes,,
Taco Bell,17,1.2,"12244 Mackenzie Drive Ste C New Haven, IN 46774",46774,1,https://www.yelp.com/biz/taco-bell-new-haven,1,1,0,1,0,1,1,1,0,0,0,0,0,1,Fast Food,Mexican,
Salvatori's Authentic Italian Eatery - New Haven,157,4.6,"12244 McKenzie Dr New Haven, IN 46774",46774,2,https://www.yelp.com/biz/salvatoris-authentic-italian-eatery-new-haven-new-haven?osq=Restaurants,1,1,1,0,1,0,0,1,1,1,1,0,0,0,Italian,,
Navy Club Ship 245,3,5,"412 Broadway St New Haven, IN 46774",46774,0,https://www.yelp.com/biz/navy-club-ship-245-new-haven?osq=Restaurants,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bars,American,
Manny’s Dream Restaurant,1,4,"717 Broadway St New Haven, IN 46774",46774,2,https://www.yelp.com/biz/manny-s-dream-restaurant-new-haven?osq=Restaurants,1,1,0,0,0,0,0,0,1,0,1,0,0,1,American,Coffee & Tea,Breakfast & Brunch
Rack & Helens Bar and Grill,127,3.9,"525 Broadway St New Haven, IN 46774",46774,0,https://www.yelp.com/biz/rack-and-helens-bar-and-grill-new-haven?osq=Restaurants,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Sports Bars,American,
Chubby's Fish & Steak,11,3.7,"9482 W State Rd 120 Orland, IN 46776",46776,0,https://www.yelp.com/biz/chubbys-fish-and-steak-orland?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Seafood,Steakhouses,
Crimson House Cafe,28,5,"304 N Jefferson St Ossian, IN 46777",46777,1,https://www.yelp.com/biz/crimson-house-cafe-ossian?osq=Restaurants,1,0,0,0,0,1,1,0,0,1,1,0,0,0,Coffee & Tea,Breakfast & Brunch,Soup
China Wok,6,4,"1130 Dehner Dr Ossian, IN 46777",46777,0,https://www.yelp.com/biz/china-wok-ossian?osq=Restaurants,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Chinese,,
Nel's Cafe,1,5,"101 S Jefferson St Ossian, IN 46777",46777,0,https://www.yelp.com/biz/nels-cafe-ossian?osq=Restaurants,0,1,0,1,0,0,1,0,0,0,0,0,0,1,Restaurants,,
East of Chicago Pizza,2,4.5,"1100 Dehner Dr Ossian, IN 46777",46777,0,https://www.yelp.com/biz/east-of-chicago-pizza-ossian?osq=Restaurants,1,1,1,1,0,0,0,1,0,1,1,0,0,1,Pizza,,
Mi Casa Mexican Restaurant,34,4.5,"1140 Dehner Dr Ossian, IN 46777",46777,1,https://www.yelp.com/biz/mi-casa-mexican-restaurant-ossian?osq=Restaurants,1,1,0,0,0,0,0,0,1,1,0,0,0,1,Mexican,Bars,
The Local Saloon,3,4.3,"4162 E Station Rd Roanoke, IN 46783",46783,0,https://www.yelp.com/biz/the-local-saloon-roanoke?osq=Restaurants,0,0,0,1,0,0,1,0,0,0,1,1,0,0,Burgers,Soup,Sandwiches
Moose and Mollie's Cafe and Gelato,30,4.1,"171 E 2nd St Roanoke, IN 46783",46783,0,https://www.yelp.com/biz/moose-and-mollies-cafe-and-gelato-roanoke?osq=Restaurants,1,1,0,0,1,0,1,0,1,0,1,1,0,0,New American,Italian,American
Taste of Philly,56,4.5,"4227 E Station Rd Roanoke, IN 46783",46783,0,https://www.yelp.com/biz/taste-of-philly-roanoke?osq=Restaurants,1,1,0,1,0,0,0,0,0,1,1,0,0,0,Cheesesteaks,Delis,Sandwiches
Nick's Junction,10,4.4,"4215 E Station Rd Roanoke, IN 46783",46783,0,https://www.yelp.com/biz/nicks-junction-roanoke?osq=Restaurants,1,1,0,0,1,0,0,0,0,0,0,0,0,1,Breakfast & Brunch,,
Roanoke Village Inn,37,4.1,"190 N Main St Roanoke, IN 46783",46783,0,https://www.yelp.com/biz/roanoke-village-inn-roanoke-2?osq=Restaurants,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Pubs,American,
Sylvan Shores Diner,5,4.2,"611 Kelly St Rome City, IN 46784",46784,2,https://www.yelp.com/biz/sylvan-shores-diner-rome-city?osq=Restaurants,0,0,0,0,1,0,0,0,1,0,1,0,1,1,Breakfast & Brunch,Coffee & Tea,Sandwiches
Subway,3,3.7,"252 Kelly St Rome City, IN 46784",46784,1,https://www.yelp.com/biz/subway-rome-city-4,1,0,0,1,0,1,0,0,0,0,1,0,0,1,Sandwiches,Fast Food,
Carol's Corner,6,4.5,"101 N State St South Whitley, IN 46787",46787,0,https://www.yelp.com/biz/carols-corner-south-whitley?osq=Restaurants,1,0,0,0,0,1,0,0,0,0,1,1,0,0,Burgers,Ice Cream & Frozen Yogurt,Hot Dogs
Corner Cafe,14,4.4,"202 S State St South Whitley, IN 46787",46787,0,https://www.yelp.com/biz/corner-cafe-south-whitley?osq=Restaurants,1,1,0,1,0,0,0,0,1,1,0,0,0,0,Cafes,,
Subway,2,2,"127 S State St South Whitley, IN 46787",46787,1,https://www.yelp.com/biz/subway-south-whitley-2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Fast Food,Sandwiches,
Ugaldes Family Restaurant,47,3.9,"7253 S Warren Rd Warren, IN 46792",46792,0,https://www.yelp.com/biz/ugaldes-family-restaurant-warren?osq=Restaurants,1,1,0,1,1,0,1,0,0,0,1,0,0,0,Diners,Breakfast & Brunch,Burgers
Wagon Wheel Cafe,4,4.5,"217 N Wayne St Warren, IN 46792",46792,0,https://www.yelp.com/biz/wagon-wheel-cafe-warren?osq=Restaurants,1,1,1,1,0,0,1,0,1,1,0,0,0,0,"Beer, Wine & Spirits",Pizza,
McDonald's,19,1.5,"7221 S Warren Rd Warren, IN 46792",46792,1,https://www.yelp.com/biz/mcdonalds-warren?osq=Restaurants,1,1,0,1,0,0,1,1,0,0,1,0,0,0,Fast Food,Burgers,Coffee & Tea
East of Chicago Pizza,13,3.6,"111 E 1st St Warren, IN 46792",46792,0,https://www.yelp.com/biz/east-of-chicago-pizza-warren?osq=Restaurants,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Italian,Pizza,
Tasty Pizza,6,4.2,"515 W Union St Waterloo, IN 46793",46793,0,https://www.yelp.com/biz/tasty-pizza-waterloo?osq=Restaurants,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Pizza,Italian,Salad
Casey's,,24,"105 W Union St Waterloo, IN 46793",46793,2,https://www.yelp.com/biz/caseys-waterloo-10?osq=Restaurants,1,1,0,0,1,0,1,1,0,0,0,0,0,0,Pizza,,
BFM Burgers Fries Milkshakes,7,4.9,"300 W Railroad St Waterloo, IN 46793",46793,2,https://www.yelp.com/biz/bfm-burgers-fries-milkshakes-waterloo?osq=Restaurants,1,1,0,1,0,1,1,0,0,0,0,0,0,1,Burgers,Ice Cream & Frozen Yogurt,
Backroads Tavern,15,3.9,"725 W 700th S Wolcottville, IN 46795",46795,0,https://www.yelp.com/biz/backroads-tavern-wolcottville?osq=Restaurants,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Bars,American,Pizza
Adams Lake Pub,51,3.8,"5365 E 620th S Wolcottville, IN 46795",46795,2,https://www.yelp.com/biz/adams-lake-pub-wolcottville?osq=Restaurants,1,0,1,0,1,1,1,0,0,0,1,0,0,0,Bars,American,
Coody Brown's Lakeside Grill,45,3.6,"1510 E 700th S Wolcottville, IN 46795",46795,1,https://www.yelp.com/biz/coody-browns-lakeside-grill-wolcottville?osq=Restaurants,1,0,1,1,1,0,1,0,1,0,1,0,0,0,American,Bars,Pizza
Bob's Restaurant,11,4.2,"22031 Main St Woodburn, IN 46797",46797,0,https://www.yelp.com/biz/bobs-restaurant-woodburn?osq=Restaurants,1,0,0,1,1,0,1,0,0,0,1,0,0,0,Restaurants,,
Subway,1,3,"5959 N State Road 101 Love's Travel Stop Woodburn, IN 46797",46797,2,https://www.yelp.com/biz/subway-woodburn-10,1,0,0,0,0,0,1,0,0,0,0,1,0,1,Sandwiches,Fast Food,
Bobs Pizza Place,1,4,"22031 Main St Woodburn, IN 46797",46797,0,https://www.yelp.com/biz/bobs-pizza-place-woodburn?osq=Restaurants,1,1,1,0,0,1,0,1,1,0,0,0,0,0,Pizza,,
County Line Pizza & Pub,6,4.8,"10914 S County Line Rd Zanesville, IN 46799",46799,2,https://www.yelp.com/biz/county-line-pizza-and-pub-zanesville?osq=Restaurants,0,1,0,1,1,0,1,0,1,0,0,0,0,1,Pizza,,
The Hoppy Gnome,653,4.2,"203 E Berry St Fort Wayne, IN 46802",46802,2,https://www.yelp.com/biz/the-hoppy-gnome-fort-wayne?osq=Restaurants,1,0,1,0,0,1,0,1,0,0,1,0,0,1,New American,Gastropubs,
Legalize Marinara,1,4,"1833 N Wells St Fort Wayne, IN 46802",46802,0,https://www.yelp.com/biz/legalize-marinara-fort-wayne?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,1,1,0,0,Pizza,Desserts,Breakfast & Brunch
