restaurant_name,n_reviews,average_rating,restaurant_address,zip_code,price_level,restaurant_url,Take_out,Credit_Cards,Reservations,Outdoor,Pets,Walkins,Parkings,Delivery,Wheelchair,Group,Vegetarian,Casual,Classy,Catering,Cuisine_1,Cuisine_2,Cuisine_3
Butchie's,10,4.3,"5353 Main St Dubois, IN 47527",47527,0,https://www.yelp.com/biz/butchies-dubois?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Restaurants,,
Agaves Mexican Grill,63,4.3,"1935 Main St Ferdinand, IN 47532",47532,1,https://www.yelp.com/biz/agaves-mexican-grill-ferdinand?osq=Restaurants,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Mexican,,
Fleig's Cafe,24,4.5,"905 Main St Ferdinand, IN 47532",47532,0,https://www.yelp.com/biz/fleigs-cafe-ferdinand?osq=Restaurants,1,1,0,1,0,0,0,1,0,0,1,0,0,0,Cafes,,
Taco Bell,12,2.5,"420 South Main St Ferdinand, IN 47532",47532,1,https://www.yelp.com/biz/taco-bell-ferdinand,1,1,0,0,0,1,0,1,1,0,0,0,0,1,Mexican,Fast Food,
Bungalow Bar,1,5,"1263 W 1100th S Ferdinand, IN 47532",47532,0,https://www.yelp.com/biz/bungalow-bar-ferdinand?osq=Restaurants,1,0,1,1,0,1,1,0,0,0,1,0,0,0,American,Bars,Seafood
Homestead BBQ,2,5,"2055 Main St Ferdinand, IN 47532",47532,2,https://www.yelp.com/biz/homestead-bbq-ferdinand?osq=Restaurants,1,1,0,0,0,0,0,1,1,0,1,0,0,1,Barbeque,,
Carolyn's Country Pizzaria,6,4.8,"6788 N State Road 161 Gentryville, IN 47537",47537,0,https://www.yelp.com/biz/carolyns-country-pizzaria-gentryville?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Pizza,,
Mama T's Italian Steakhouse,52,4.7,"320 E 4th St Huntingburg, IN 47542",47542,0,https://www.yelp.com/biz/mama-ts-italian-steakhouse-huntingburg?osq=Restaurants,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Italian,Steakhouses,Seafood
Old School Cafe,22,4.3,"304 E 4th St Huntingburg, IN 47542",47542,2,https://www.yelp.com/biz/old-school-cafe-huntingburg?osq=Restaurants,1,1,1,0,1,0,1,0,0,0,0,0,0,0,Cafes,New American,Burgers
Ron's Place,7,4.3,"504 N Van Buren St Huntingburg, IN 47542",47542,0,https://www.yelp.com/biz/rons-place-huntingburg?osq=Restaurants,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Pizza,,
Fry’D,7,4.4,"312 N Main St Huntingburg, IN 47542",47542,2,https://www.yelp.com/biz/fry-d-huntingburg?osq=Restaurants,0,0,0,0,0,1,1,0,0,0,1,0,1,1,American,Chicken Wings,
Gaslight Pizza & Grill,34,3.8,"328 E 4th St Huntingburg, IN 47542",47542,1,https://www.yelp.com/biz/gaslight-pizza-and-grill-huntingburg?osq=Restaurants,1,1,1,1,1,0,0,0,0,0,0,1,0,0,Sandwiches,Bars,Pizza
Dairy Queen Grill & Chill,13,1.6,"1404 N Main St Huntingburg, IN 47542",47542,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-huntingburg-2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Fast Food,Ice Cream & Frozen Yogurt,Burgers
Kelley's Bar & Restaurant,15,4.3,"762 E Hwy 164 Celestine, IN 47546",47546,0,https://www.yelp.com/biz/kelleys-bar-and-restaurant-celestine-2?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,0,0,0,0,American,Pubs,
Burger King,6,2.8,"3711 Newton St Jasper, IN 47546",47546,1,https://www.yelp.com/biz/burger-king-jasper,0,1,0,1,1,0,1,1,1,0,0,0,0,0,Burgers,Fast Food,
Papa Johns Pizza,1,1,"425 S US Highway 231 Jasper, IN 47546",47546,2,https://www.yelp.com/biz/papa-johns-pizza-jasper-7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Pizza,Chicken Wings,Fast Food
Denny's,24,2.4,"3850 Newton St Jasper, IN 47546",47546,1,https://www.yelp.com/biz/dennys-jasper,1,1,0,0,1,0,1,1,0,0,0,1,0,0,Diners,Breakfast & Brunch,American
Subway,2,1,"4040 Newton St Jasper, IN 47546",47546,1,https://www.yelp.com/biz/subway-jasper-27,0,0,0,1,1,0,0,1,0,0,1,1,0,1,Sandwiches,Fast Food,
SNAPS,44,4.2,"1115 Main St Jasper, IN 47546",47546,2,https://www.yelp.com/biz/snaps-jasper?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bars,New American,
St. Benedict’s Brewery- Jasper,7,4.4,"126 Jackson St Jasper, IN 47546",47546,0,https://www.yelp.com/biz/st-benedict-s-brewery-jasper-jasper?osq=Restaurants,1,0,0,1,0,0,1,0,0,0,0,0,0,1,Pizza,Brewpubs,
Woopenheimer's,1,5,"451 W Haysville Rd Jasper, IN 47546",47546,0,https://www.yelp.com/biz/woopenheimers-jasper?osq=Restaurants,1,0,1,0,0,1,0,0,0,0,0,0,0,0,American,Bars,
Chicken Place,25,3.8,"4970 W State Rd 56 Ireland, IN 47546",47546,0,https://www.yelp.com/biz/chicken-place-ireland?osq=Restaurants,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Salad,Coffee & Tea,Sandwiches
Jasper Pub 'N' Grub,32,4.3,"514 Jackson St Jasper, IN 47546",47546,2,https://www.yelp.com/biz/jasper-pub-n-grub-jasper?osq=Restaurants,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Barbeque,Burgers,Pizza
Midwest Cafe and Market,27,4.8,"1102 Newton St Jasper, IN 47546",47546,0,https://www.yelp.com/biz/midwest-cafe-and-market-jasper?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Health Markets,Cafes,
Marcy's Restaurant & Catering,15,4.7,"12194 Indiana St Leopold, IN 47551",47551,1,https://www.yelp.com/biz/marcys-restaurant-and-catering-leopold?osq=Restaurants,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Seafood,American,Barbeque
Hoosier Land Pizza & Wings,28,3.8,"3804 E State Rd 162 Lincoln City, IN 47552",47552,0,https://www.yelp.com/biz/hoosier-land-pizza-and-wings-lincoln-city-2?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Pizza,Chicken Wings,
Taco Bell,9,1.7,"704 W Broadway St. Loogootee, IN 47553",47553,2,https://www.yelp.com/biz/taco-bell-loogootee,1,1,0,1,0,0,0,0,0,0,1,0,0,1,Fast Food,Mexican,
Pizza Junction,3,4,"301 N John F Kennedy Ave Loogootee, IN 47553",47553,0,https://www.yelp.com/biz/pizza-junction-loogootee?osq=Restaurants,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pizza,,
Dairy Queen Grill & Chill,6,1.7,"212 Mill St Loogootee, IN 47553",47553,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-loogootee-2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,Ice Cream & Frozen Yogurt,Fast Food,Burgers
Der Pizza Haus,1,4,"8355 E 550th N Montgomery, IN 47558",47558,0,https://www.yelp.com/biz/der-pizza-haus-montgomery?osq=Restaurants,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Pizza,,
The New Stop N Sea,6,3.5,"6504 E US Hwy 50 Montgomery, IN 47558",47558,0,https://www.yelp.com/biz/the-new-stop-n-sea-montgomery?osq=Restaurants,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Salad,Burgers,Sandwiches
Gasthof Amish Village,60,3.9,"6747 E Gasthof Village Rd Montgomery, IN 47558",47558,2,https://www.yelp.com/biz/gasthof-amish-village-montgomery?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,0,0,0,0,American,Bars,
Fat Boys Pizza & Ice Cream,4,3.8,"415 N Main St Montgomery, IN 47558",47558,0,https://www.yelp.com/biz/fat-boys-pizza-and-ice-cream-montgomery?osq=Restaurants,1,0,0,0,1,0,0,1,0,1,0,0,1,0,Pizza,Ice Cream & Frozen Yogurt,
Casa Seville,17,4.6,"100 N West St Odon, IN 47562",47562,0,https://www.yelp.com/biz/casa-seville-odon?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Mexican,,
Dutch Pantry,11,4.3,"13014 N 1100th E Odon, IN 47562",47562,0,https://www.yelp.com/biz/dutch-pantry-odon?osq=Restaurants,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Bakeries,Delis,
Kaffee Haus Bakery,7,4.9,"600 W Main St Odon, IN 47562",47562,0,https://www.yelp.com/biz/kaffee-haus-bakery-odon-2?osq=Restaurants,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Bakeries,Breakfast & Brunch,
Casey's,3,3.3,"101 W Elnora St Odon, IN 47562",47562,2,https://www.yelp.com/biz/caseys-odon-2?osq=Restaurants,1,1,0,0,1,0,1,0,0,0,0,0,0,0,Pizza,,
China Wok,12,4.4,"808 E Main St Petersburg, IN 47567",47567,0,https://www.yelp.com/biz/china-wok-petersburg-2?osq=Restaurants,1,0,0,1,0,0,1,0,0,1,1,0,0,0,Chinese,,
Cakes and Coffee Cafe,11,4.9,"618 E Main St Petersburg, IN 47567",47567,0,https://www.yelp.com/biz/cakes-and-coffee-cafe-petersburg?osq=Restaurants,1,1,0,1,1,0,0,0,1,0,1,0,0,0,Cafes,Breakfast & Brunch,
Nana's Country Cookin',3,5,"2102 Main St Petersburg, IN 47567",47567,0,https://www.yelp.com/biz/nanas-country-cookin-petersburg?osq=Restaurants,1,1,0,0,1,0,1,0,0,0,1,0,0,1,Southern,Diners,American
Mi Patio,10,4.1,"211 W Main St Petersburg, IN 47567",47567,0,https://www.yelp.com/biz/mi-patio-petersburg?osq=Restaurants,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Mexican,,
Village Inn,3,4.7,"242 S State Road 57 Petersburg, IN 47567",47567,0,https://www.yelp.com/biz/village-inn-petersburg?osq=Restaurants,1,0,1,0,1,0,0,0,0,0,0,0,0,1,Restaurants,,
Rosie’s Tavern,1,4,"4469 S Ohio St Saint Anthony, IN 47575",47575,0,https://www.yelp.com/biz/rosie-s-tavern-saint-anthony?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,0,0,0,0,American,Bars,Pizza
St Nick's Restaurant,30,2.5,"91 W Christmas Blvd Santa Claus, IN 47579",47579,0,https://www.yelp.com/biz/st-nicks-restaurant-santa-claus?osq=Restaurants,1,0,0,0,0,0,0,0,1,0,1,0,0,0,New American,,
Subway,11,3.2,"20 W Christmas Blvd Santa Claus, IN 47579",47579,1,https://www.yelp.com/biz/subway-santa-claus-2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Sandwiches,Fast Food,
The Back 9 Grill,,,"1182 Club House Rd Santa Claus, IN 47579",47579,2,https://www.yelp.com/biz/the-back-9-grill-santa-claus?osq=Restaurants,1,1,0,1,0,0,0,0,1,1,1,0,0,0,Wine Bars,American,Cocktail Bars
Velma's Diner,14,3.9,"304 Main St Shoals, IN 47581",47581,0,https://www.yelp.com/biz/velmas-diner-shoals?osq=Restaurants,1,0,0,0,0,0,1,0,0,1,1,0,0,1,Diners,New American,Breakfast & Brunch
The Pour Haus,115,3.8,"706 Humbolt St Tell City, IN 47586",47586,2,https://www.yelp.com/biz/the-pour-haus-tell-city?osq=Restaurants,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Bars,American,Breakfast & Brunch
Papa Johns Pizza,2,3,"44 14th St Tell City, IN 47586",47586,1,https://www.yelp.com/biz/papa-johns-pizza-tell-city,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Pizza,Chicken Wings,Fast Food
Chicago's Pizza,23,4.3,"1023 Payne St Tell City, IN 47586",47586,0,https://www.yelp.com/biz/chicagos-pizza-tell-city?osq=Restaurants,1,1,0,0,1,0,0,0,0,0,1,0,0,0,Pizza,Italian,
Bill & Dave's Smokin' Pit,10,3.5,"1527 11th St Tell City, IN 47586",47586,0,https://www.yelp.com/biz/bill-and-daves-smokin-pit-tell-city?osq=Restaurants,1,1,1,0,1,0,1,1,1,0,0,0,0,0,Barbeque,,
Los Amigos Mexican Grill,11,4.3,"1603 Main St Tell City, IN 47586",47586,0,https://www.yelp.com/biz/los-amigos-mexican-grill-tell-city?osq=Restaurants,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Mexican,,
Dairy Queen Grill & Chill,3,1,"108 US Hwy 66 E Tell City, IN 47586",47586,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-tell-city-2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,Burgers,Fast Food,Ice Cream & Frozen Yogurt
Fiesta Grande Authentic Mexican Grill,27,4.3,"27 Highway/State Route 66 Tell City, IN 47586",47586,2,https://www.yelp.com/biz/fiesta-grande-authentic-mexican-grill-tell-city?osq=Restaurants,1,0,1,1,0,0,0,1,0,1,1,1,0,0,Mexican,,
King Chef's Buffet,7,3.4,"S R 66 Tell City, IN 47586",47586,0,https://www.yelp.com/biz/king-chefs-buffet-tell-city?osq=Restaurants,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Restaurants,,
Tokyo Express,10,4.4,"619 US Highway 66 E Tell City, IN 47586",47586,2,https://www.yelp.com/biz/tokyo-express-tell-city?osq=Restaurants,1,1,0,1,0,0,1,0,0,0,1,0,0,0,Japanese,,
Pizza Hut,5,3,"124 State Road 66 Tell City, IN 47586",47586,1,https://www.yelp.com/biz/pizza-hut-tell-city-2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,Pizza,Chicken Wings,Fast Food
New Boston Tavern,20,4.6,"11886 N State Rd 545 Troy, IN 47588",47588,0,https://www.yelp.com/biz/new-boston-tavern-troy-4?osq=Restaurants,1,1,0,1,1,0,1,0,0,0,0,0,0,1,Bars,American,
Pizza Hut,,,"632 Kimmell Rd Vincennes, IN 47591",47591,2,https://www.yelp.com/biz/pizza-hut-coming-soon-vincennes,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Chicken Wings,Fast Food,Pizza
Pea-Fections Culinary Connections,64,4.5,"323 Main St Vincennes, IN 47591",47591,0,https://www.yelp.com/biz/pea-fections-culinary-connections-vincennes?osq=Restaurants,1,1,1,0,0,0,1,0,0,1,1,1,0,0,Cooking Schools,New American,Bakeries
Dogwood Barbeque,39,4.1,"2232 N 6th St Vincennes, IN 47591",47591,2,https://www.yelp.com/biz/dogwood-barbeque-vincennes?osq=Restaurants,1,1,0,0,1,0,1,0,0,0,1,0,0,0,Barbeque,American,
Procopio's Pizza & Pasta,63,4.1,"127 N 2nd St Vincennes, IN 47591",47591,2,https://www.yelp.com/biz/procopios-pizza-and-pasta-vincennes-3?osq=Restaurants,1,0,1,0,1,0,0,0,1,0,0,0,0,0,Pizza,Italian,Bars
Vincennes Pub 'N' Grub,41,4.4,"15 S 4th St Vincennes, IN 47591",47591,2,https://www.yelp.com/biz/vincennes-pub-n-grub-vincennes?osq=Restaurants,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Barbeque,,
Olde Thyme Diner,14,4.4,"331 Main St Vincennes, IN 47591",47591,0,https://www.yelp.com/biz/olde-thyme-diner-vincennes?osq=Restaurants,1,1,0,0,0,1,0,0,0,1,1,0,0,1,Diners,,
Denny's,40,2,"2728 N 6th St Vincennes, IN 47591",47591,2,https://www.yelp.com/biz/dennys-vincennes,1,0,0,0,1,0,1,1,0,0,1,0,0,0,Diners,Breakfast & Brunch,American
Taco Bell,10,1.4,"2326 N 6th Street Vincennes, IN 47591",47591,1,https://www.yelp.com/biz/taco-bell-vincennes,1,1,0,0,0,0,0,1,0,0,0,0,0,1,Mexican,Fast Food,
McAlister's Deli,27,3.6,"2720 N 6th St Vincennes, IN 47591",47591,2,https://www.yelp.com/biz/mcalisters-deli-vincennes,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Salad,Delis,Sandwiches
Dairy Queen Grill & Chill,12,1.6,"103 N 6th St Vincennes, IN 47591",47591,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-vincennes,1,0,0,1,1,0,0,1,0,1,1,0,0,1,Fast Food,Ice Cream & Frozen Yogurt,Burgers
Igloo,2,5,"912 N Main St Winslow, IN 47598",47598,0,https://www.yelp.com/biz/igloo-winslow?osq=Restaurants,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Ice Cream & Frozen Yogurt,Pizza,Sandwiches
Taylor's II,22,3.7,"518 E Morton St Oakland City, IN 47598",47598,0,https://www.yelp.com/biz/taylors-ii-oakland-city?osq=Restaurants,1,1,1,1,0,1,0,0,0,0,1,0,0,0,Steakhouses,,
Papa Johns Pizza,,,"911 W Main St Boonville, IN 47601",47601,2,https://www.yelp.com/biz/papa-johns-pizza-boonville,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Pizza,Chicken Wings,Fast Food
Dairy Queen Grill & Chill,5,4,"809 W Main St Boonville, IN 47601",47601,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-boonville-3,1,0,0,1,0,0,1,1,1,0,0,0,0,1,Fast Food,Ice Cream & Frozen Yogurt,Burgers
China Star,8,4,"966 W Main St Boonville, IN 47601",47601,0,https://www.yelp.com/biz/china-star-boonville?osq=Restaurants,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Chinese,,
Burger King,1,2,"974 W Main St Boonville, IN 47601",47601,2,https://www.yelp.com/biz/burger-king-boonville-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Burgers,Fast Food,
Yesterdaze,6,3.2,"101 S 2nd St Boonville, IN 47601",47601,0,https://www.yelp.com/biz/yesterdaze-boonville?osq=Restaurants,1,1,1,0,0,0,0,1,0,0,0,0,0,1,Restaurants,,
El Maguey Grill,15,4.1,"3250 Warrick Dr Boonville, IN 47601",47601,0,https://www.yelp.com/biz/el-maguey-grill-boonville-3?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,1,0,0,1,Mexican,,
Pizza Chef of Boonville,5,4.8,"423 W Main St Boonville, IN 47601",47601,0,https://www.yelp.com/biz/pizza-chef-restaurant-of-boonville-boonville?osq=Restaurants,1,1,0,0,1,1,0,0,0,0,1,0,0,1,Pizza,,
Casey's,2,1.5,"1209 E Main St Boonville, IN 47601",47601,2,https://www.yelp.com/biz/caseys-boonville-6?osq=Restaurants,1,1,0,1,0,0,0,1,1,0,1,0,0,0,Pizza,,
Depot Diner,25,4.4,"232 S Main St Griffin, IN 47616",47616,1,https://www.yelp.com/biz/depot-diner-griffin?osq=Restaurants,1,0,0,1,0,1,0,0,1,0,0,0,0,0,Diners,,
Monterrey Mexican Restaurant,35,4.5,"118 S Main St Lynnville, IN 47619",47619,1,https://www.yelp.com/biz/monterrey-mexican-restaurant-lynnville?osq=Restaurants,1,0,1,0,0,1,0,0,1,0,1,0,0,0,Mexican,,
Casey's,1,4,"107 W State Rd 68 Lynnville, IN 47619",47619,2,https://www.yelp.com/biz/caseys-lynnville?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pizza,,
Casey's,2,3.5,"1005 E 4th St Mount Vernon, IN 47620",47620,2,https://www.yelp.com/biz/caseys-mount-vernon-10?osq=Restaurants,1,1,0,0,0,1,0,1,0,1,1,0,0,0,Pizza,,
Tequilas - Mount Vernon,6,3.7,"408 Southwind Plz Mount Vernon, IN 47620",47620,0,https://www.yelp.com/biz/tequilas-mount-vernon-mount-vernon?osq=Restaurants,1,1,0,1,0,0,0,1,0,1,1,0,0,0,Mexican,Bars,Seafood
Sí Señor Mexican Bar & Grill,2,5,"225 Main St Mount Vernon, IN 47620",47620,0,https://www.yelp.com/biz/s%C3%AD-se%C3%B1or-mexican-bar-and-grill-mount-vernon?osq=Restaurants,0,0,0,1,0,1,1,0,0,1,0,0,0,0,Mexican,Salad,Seafood
Hawg N Sauce,32,4.3,"6580 Leonard Rd N Mount Vernon, IN 47620",47620,2,https://www.yelp.com/biz/hawg-n-sauce-mount-vernon?osq=Restaurants,1,0,1,0,0,1,0,1,0,0,1,0,0,0,Barbeque,American,
Dairy Queen Grill & Chill,7,2.6,"740 E 4th St Mount Vernon, IN 47620",47620,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-mount-vernon-8,1,0,0,1,0,0,1,1,0,0,0,1,0,0,Ice Cream & Frozen Yogurt,Fast Food,Burgers
The Rooster’s Den,13,4.3,"3988 Haley Dr Newburgh, IN 47630",47630,2,https://www.yelp.com/biz/the-roosters-den-newburgh?osq=Restaurants,1,1,0,0,1,0,0,1,0,1,0,0,0,0,American,,
The Landing,32,3.5,"1 E Water St Newburgh, IN 47630",47630,2,https://www.yelp.com/biz/the-landing-newburgh?osq=Restaurants,1,0,0,1,1,0,1,0,0,0,1,0,1,1,New American,Desserts,Breakfast & Brunch
Knob Hill Tavern,54,3.6,"1016 State Route 662 W Newburgh, IN 47630",47630,0,https://www.yelp.com/biz/knob-hill-tavern-newburgh?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Bars,American,
Nellie's Restaurant,170,4.4,"8566 Ruffian Ln Newburgh, IN 47630",47630,0,https://www.yelp.com/biz/nellies-restaurant-newburgh?osq=Restaurants,1,0,0,0,0,1,1,1,0,0,1,0,0,0,Waffles,Breakfast & Brunch,
Cafe Arazu,199,4.3,"17 W Jennings Pl Newburgh, IN 47630",47630,2,https://www.yelp.com/biz/cafe-arazu-newburgh?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Mediterranean,,
Dairy Queen Grill & Chill,19,1.8,"8095 High Pointe Dr Newburgh, IN 47630",47630,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-newburgh-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Fast Food,Ice Cream & Frozen Yogurt,Burgers
Sara's Harmonie Way,44,3.9,"500 Church St New Harmony, IN 47631",47631,1,https://www.yelp.com/biz/saras-harmonie-way-new-harmony?osq=Restaurants,1,0,0,0,1,1,0,0,1,0,0,0,0,0,Cafes,Coffee & Tea,Wine Bars
Say's,3,5,"1910 Church St New Harmony, IN 47631",47631,2,https://www.yelp.com/biz/says-new-harmony?osq=Restaurants,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Comfort Food,,
MaryScotts Kitchen,27,4.5,"518 Main St New Harmony, IN 47631",47631,2,https://www.yelp.com/biz/maryscotts-kitchen-new-harmony?osq=Restaurants,1,1,1,0,0,0,1,0,0,0,0,0,0,0,American,,
The Red Wagon,89,3.4,"6950 Frontage Rd Poseyville, IN 47633",47633,0,https://www.yelp.com/biz/the-red-wagon-poseyville?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,1,0,0,0,American,Cajun/Creole,Steakhouses
Darlena's Lincolnland Restaurant,6,4.5,"518 Jefferson St Rockport, IN 47635",47635,2,https://www.yelp.com/biz/darlenas-lincolnland-restaurant-rockport?osq=Restaurants,1,1,0,0,1,0,0,0,0,1,1,0,0,0,American,Breakfast & Brunch,
Wendys,6,1.2,"981 Indiana 161 Rockport, IN 47635",47635,0,https://www.yelp.com/biz/wendys-rockport-2?osq=Restaurants,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Burgers,Fast Food,
Subway,2,3.5,"3045 W Reo Dr Rockport, IN 47635",47635,1,https://www.yelp.com/biz/subway-rockport-7?osq=Restaurants,1,0,0,0,1,0,0,0,1,0,0,1,0,1,Sandwiches,Fast Food,
Angelo's Pizza,12,3.7,"824 Sycamore St Rockport, IN 47635",47635,0,https://www.yelp.com/biz/angelos-pizza-rockport?osq=Restaurants,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Pizza,,
Froggy's Restaurant & Sports Bar,10,4.5,"7247 Main St Wadesville, IN 47638",47638,2,https://www.yelp.com/biz/froggys-restaurant-and-sports-bar-wadesville?osq=Restaurants,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Bars,Barbeque,
Silver Bell Restaurant,12,3.7,"4424 St Wendel Rd Wadesville, IN 47638",47638,0,https://www.yelp.com/biz/silver-bell-restaurant-wadesville?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,0,1,0,0,American,,
Carriage Inn,23,4.4,"103 E Gibson St Haubstadt, IN 47639",47639,0,https://www.yelp.com/biz/carriage-inn-haubstadt?osq=Restaurants,1,1,1,0,0,0,0,0,0,0,0,0,0,0,American,,
Denny's,22,2.5,"844 E 1250th S Haubstadt, IN 47639",47639,1,https://www.yelp.com/biz/dennys-haubstadt?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breakfast & Brunch,Diners,American
Nisbet Inn,36,4.1,"6701 Nisbet Rd Haubstadt, IN 47639",47639,0,https://www.yelp.com/biz/nisbet-inn-haubstadt?osq=Restaurants,1,1,1,0,1,0,0,0,0,1,0,0,0,1,Barbeque,American,
The Log Inn,91,4,"12491 S 200th E Haubstadt, IN 47639",47639,2,https://www.yelp.com/biz/the-log-inn-haubstadt-4?osq=Restaurants,1,0,1,0,0,0,1,0,0,0,0,1,0,0,American,Desserts,
Haub Steak House,64,3.4,"101 W Haub St Haubstadt, IN 47639",47639,2,https://www.yelp.com/biz/haub-steak-house-haubstadt-2?osq=Restaurants,1,1,1,0,1,1,1,0,0,0,0,0,0,0,Steakhouses,New American,Salad
Ohana Hilltop Tavern,,,"308 W State Rd 56 Hazleton, IN 47640",47640,0,https://www.yelp.com/biz/ohana-hilltop-tavern-hazleton?osq=Restaurants,1,1,1,0,0,0,1,0,0,0,1,0,0,0,Steakhouses,Sandwiches,Seafood
R'z Cafe & Catering,42,4.6,"104 N Main St Fort Branch, IN 47648",47648,2,https://www.yelp.com/biz/rz-cafe-and-catering-fort-branch?osq=Restaurants,1,0,1,0,0,1,1,0,1,0,1,1,0,0,Cafes,Caterers,
Dairy Queen Grill & Chill,10,1.4,"808 E Oak St Fort Branch, IN 47648",47648,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-fort-branch-2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Fast Food,Ice Cream & Frozen Yogurt,Burgers
Thai Chow Oriental Foods,15,4.8,"726 County 800 S Fort Branch, IN 47648",47648,0,https://www.yelp.com/biz/thai-chow-oriental-foods-fort-branch?osq=Restaurants,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Thai,,
Iron Horse Bar & Grill,2,3.5,"203 N Mc Creary St Fort Branch, IN 47648",47648,0,https://www.yelp.com/biz/iron-horse-bar-and-grill-fort-branch?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bars,American,Pizza
Los Panchos,9,3.9,"303 S US Hwy 41 Fort Branch, IN 47648",47648,0,https://www.yelp.com/biz/los-panchos-fort-branch-2?osq=Restaurants,1,0,0,0,0,1,1,0,0,0,1,0,0,1,Mexican,,
Zia Smoke BBQ,1,5,"416 E Morton St Oakland City, IN 47660",47660,2,https://www.yelp.com/biz/zia-smoke-bbq-oakland-city?osq=Restaurants,1,1,0,1,1,0,0,0,0,1,0,0,0,0,Barbeque,Mexican,Sandwiches
Denny's,10,2.9,"1989 S State Road 57 Oakland City, IN 47660",47660,2,https://www.yelp.com/biz/dennys-oakland-city-2?osq=Restaurants,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Diners,American,Breakfast & Brunch
Piper's Pizza House,8,2.8,"346 S State Rd 57 Oakland City, IN 47660",47660,0,https://www.yelp.com/biz/pipers-pizza-house-oakland-city?osq=Restaurants,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Pizza,,
Las Islas Mexican,5,4.4,"101 W Morton St Oakland City, IN 47660",47660,0,https://www.yelp.com/biz/las-islas-mexican-oakland-city?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Tacos,Salad,Seafood
Main Street Cafe,2,1,"109 S Main St Owensville, IN 47665",47665,0,https://www.yelp.com/biz/main-street-cafe-owensville?osq=Restaurants,1,1,0,0,1,0,0,0,1,0,0,1,0,0,Restaurants,,
